"providedScientificName","matchRemark","taxonId","acceptedTaxonId","parentTaxonId","scientificName","canonicalName","authorship","status","acceptedScientificName","classification","kingdom","phylum","class","order","family","genus"
"Acacia coriacea","","BSJN3","BSJN3","BYZTL","Acacia coriacea DC.","Acacia coriacea","DC.","accepted","Acacia coriacea DC.","SECTION BOTANY:sect. Plurinerves|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia cornigera","","BSHH7","BSKWD","BSKWD","Acacia cornigera (L.) Willd.","Acacia cornigera","(L.) Willd.","synonym","Vachellia cornigera (L.) Seigler & Ebinger","SPECIES:Vachellia cornigera (L.) Seigler & Ebinger|GENUS:Vachellia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Vachellia"
"Acacia coulteri","","BSRR9","BT4JR","BT4JR","Acacia coulteri Benth.","Acacia coulteri","Benth.","synonym","Mariosousa coulteri (Benth.) Seigler & Ebinger","SPECIES:Mariosousa coulteri (Benth.) Seigler & Ebinger|GENUS:Mariosousa|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Mariosousa"
"Acacia courtii","","BSJN9","BSJN9","BYZSL","Acacia courtii Tindale & Hersc.","Acacia courtii","Tindale & Hersc.","accepted","Acacia courtii Tindale & Hersc.","SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia covenyi","","BSGK9","BSGK9","9JGMY","Acacia covenyi Tindale","Acacia covenyi","Tindale","accepted","Acacia covenyi Tindale","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia cracentis","","BSJND","BSJND","BYZSL","Acacia cracentis R.S.Cowan & Maslin","Acacia cracentis","R.S.Cowan & Maslin","accepted","Acacia cracentis R.S.Cowan & Maslin","SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia craspedocarpa","","BSGKB","BSGKB","BYZSL","Acacia craspedocarpa F.Muell.","Acacia craspedocarpa","F.Muell.","accepted","Acacia craspedocarpa F.Muell.","SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia crassa","","BSJNF","BSJNF","BYZSL","Acacia crassa Pedley","Acacia crassa","Pedley","accepted","Acacia crassa Pedley","SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia crassicarpa","","BSJNG","BSJNG","BYZSL","Acacia crassicarpa A.Cunn. ex Benth.","Acacia crassicarpa","A.Cunn. ex Benth.","accepted","Acacia crassicarpa A.Cunn. ex Benth.","SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia crassifolia","","BSRRC","BT8ZP","BT8ZP","Acacia crassifolia A.Gray","Acacia crassifolia","A.Gray","synonym","Senegalia crassifolia (A.Gray) Britton & Rose","SPECIES:Senegalia crassifolia (A.Gray) Britton & Rose|SECTION BOTANY:Monacanthea sect. Monacanthea pro parte|GENUS:Senegalia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Senegalia"
"Acacia cremiflora","","BSJNK","BSJNK","9JGMY","Acacia cremiflora B.J.Conn & Tame","Acacia cremiflora","B.J.Conn & Tame","accepted","Acacia cremiflora B.J.Conn & Tame","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia crinita","","BSRRD","BTFJV","BTFJV","Acacia crinita Brandegee","Acacia crinita","Brandegee","synonym","Acaciella tequilana var. crinita (Brandegee) L.Rico","VARIETY:Acaciella tequilana var. crinita (Brandegee) L.Rico|SPECIES:Acaciella tequilana (S.Watson) Britton & Rose|GENUS:Acaciella|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acaciella"
"Acacia cultriformis","","BSJNS","BSJNS","9JGMY","Acacia cultriformis A.Cunn. ex G.Don","Acacia cultriformis","A.Cunn. ex G.Don","accepted","Acacia cultriformis A.Cunn. ex G.Don","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia cupularis","","BSGKG","BSGKG","9JGMY","Acacia cupularis Domin","Acacia cupularis","Domin","accepted","Acacia cupularis Domin","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia curranii","","BSGKH","BSGKH","BYZSL","Acacia curranii Maiden","Acacia curranii","Maiden","accepted","Acacia curranii Maiden","SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia curvinervia","","BSJP6","BSQPK","BSQPK","Acacia curvinervia Maiden","Acacia curvinervia","Maiden","synonym","Acacia julifera subsp. curvinervia (Maiden) Pedley","SUBSPECIES:Acacia julifera subsp. curvinervia (Maiden) Pedley|SPECIES:Acacia julifera Benth.|SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia cuspidifolia","","BSGKJ","BSGKJ","9JGMY","Acacia cuspidifolia Maslin","Acacia cuspidifolia","Maslin","accepted","Acacia cuspidifolia Maslin","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia cuthbertsonii","","BSGKK","BSGKK","BYZSL","Acacia cuthbertsonii Luehm.","Acacia cuthbertsonii","Luehm.","accepted","Acacia cuthbertsonii Luehm.","SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia cyclops","","BSGKL","BSGKL","BYZTL","Acacia cyclops A.Cunn. ex G.Don","Acacia cyclops","A.Cunn. ex G.Don","accepted","Acacia cyclops A.Cunn. ex G.Don","SECTION BOTANY:sect. Plurinerves|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia cyperophylla","","BSGKM","BSGKM","BYZSL","Acacia cyperophylla F.Muell. ex Benth.","Acacia cyperophylla","F.Muell. ex Benth.","accepted","Acacia cyperophylla F.Muell. ex Benth.","SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia daviesioides","","BSGKN","BSGKN","BYZRT","Acacia daviesioides C.A.Gardner","Acacia daviesioides","C.A.Gardner","accepted","Acacia daviesioides C.A.Gardner","SECTION BOTANY:sect. Alatae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia dawsonii","","BSGKQ","BSGKQ","BYZTL","Acacia dawsonii R.T.Baker","Acacia dawsonii","R.T.Baker","accepted","Acacia dawsonii R.T.Baker","SECTION BOTANY:sect. Plurinerves|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia deanei","","8P4H","8P4H","BYZS4","Acacia deanei (R.T.Baker) M.B.Welch, Coombs & McGlynn","Acacia deanei","(R.T.Baker) M.B.Welch, Coombs & McGlynn","accepted","Acacia deanei (R.T.Baker) M.B.Welch, Coombs & McGlynn","SECTION BOTANY:sect. Botrycephalae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia decora","","BSGKT","BSGKT","9JGMY","Acacia decora Rchb.","Acacia decora","Rchb.","accepted","Acacia decora Rchb.","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia decurrens","","8P4M","8P4M","BYZS4","Acacia decurrens Willd.","Acacia decurrens","Willd.","accepted","Acacia decurrens Willd.","SECTION BOTANY:sect. Botrycephalae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia delphina","","BSGKV","BSGKV","9JGMY","Acacia delphina Maslin","Acacia delphina","Maslin","accepted","Acacia delphina Maslin","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia densiflora","","BSJPZ","BSJPZ","BYZTL","Acacia densiflora Morrison","Acacia densiflora","Morrison","accepted","Acacia densiflora Morrison","SECTION BOTANY:sect. Plurinerves|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia dentifera","","BSJQ4","BSJQ4","9JGMY","Acacia dentifera Benth.","Acacia dentifera","Benth.","accepted","Acacia dentifera Benth.","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia diaphyllodinea","","BSJQH","BSJQH","9JGMY","Acacia diaphyllodinea Maslin","Acacia diaphyllodinea","Maslin","accepted","Acacia diaphyllodinea Maslin","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia dictyoneura","","BSGL3","BSGL3","BYZTL","Acacia dictyoneura E.Pritz.","Acacia dictyoneura","E.Pritz.","accepted","Acacia dictyoneura E.Pritz.","SECTION BOTANY:sect. Plurinerves|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia dictyophleba","","BSJQM","BSJQM","9JGMY","Acacia dictyophleba F.Muell.","Acacia dictyophleba","F.Muell.","accepted","Acacia dictyophleba F.Muell.","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia dielsii","","BSJQP","BSJQP","BYZTL","Acacia dielsii E.Pritz.","Acacia dielsii","E.Pritz.","accepted","Acacia dielsii E.Pritz.","SECTION BOTANY:sect. Plurinerves|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia difficilis","","BSJQR","BSJQR","BYZSL","Acacia difficilis Maiden","Acacia difficilis","Maiden","accepted","Acacia difficilis Maiden","SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia diffusa","","BSJQT","BSGLV","BSGLV","Acacia diffusa Ker Gawl.","Acacia diffusa","Ker Gawl.","synonym","Acacia genistifolia Link","SPECIES:Acacia genistifolia Link|SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia disticha","","BSGL7","BSGL7","9JGMY","Acacia disticha Maslin","Acacia disticha","Maslin","accepted","Acacia disticha Maslin","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia divergens","","BSJRF","BSJRF","9JGMY","Acacia divergens Benth.","Acacia divergens","Benth.","accepted","Acacia divergens Benth.","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia dodonaeifolia","","BSJRG","BSJRG","9JGMY","Acacia dodonaeifolia (Pers.) Balb.","Acacia dodonaeifolia","(Pers.) Balb.","accepted","Acacia dodonaeifolia (Pers.) Balb.","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia dolichophylla","","BSJRK","BSJRK","BYZTL","Acacia dolichophylla Maslin","Acacia dolichophylla","Maslin","accepted","Acacia dolichophylla Maslin","SECTION BOTANY:sect. Plurinerves|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia doratoxylon","","BSGL8","BSGL8","BYZSL","Acacia doratoxylon A.Cunn.","Acacia doratoxylon","A.Cunn.","accepted","Acacia doratoxylon A.Cunn.","SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia drepanolobium","","BSRRR","BTCCV","BTCCV","Acacia drepanolobium Harms ex Y.Sjöstedt","Acacia drepanolobium","Harms ex Y.Sjöstedt","synonym","Vachellia drepanolobium (Harms ex Y.Sjöstedt) P.J.H.Hurter","SPECIES:Vachellia drepanolobium (Harms ex Y.Sjöstedt) P.J.H.Hurter|GENUS:Vachellia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Vachellia"
"Acacia drummondii","","BSGL9","BSGL9","BYZTM","Acacia drummondii Lindl.","Acacia drummondii","Lindl.","accepted","Acacia drummondii Lindl.","SECTION BOTANY:sect. Pulchellae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia dunnii","","BSGLB","BSGLB","BYZTL","Acacia dunnii (Maiden) Turrill","Acacia dunnii","(Maiden) Turrill","accepted","Acacia dunnii (Maiden) Turrill","SECTION BOTANY:sect. Plurinerves|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia eburnea","","BSRRT","BTCCX","BTCCX","Acacia eburnea (L.f.) Willd.","Acacia eburnea","(L.f.) Willd.","synonym","Vachellia eburnea (L.f.) P.J.H.Hurter & Mabb.","SPECIES:Vachellia eburnea (L.f.) P.J.H.Hurter & Mabb.|GENUS:Vachellia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Vachellia"
"Acacia echinula","","BSJS3","BSJS3","9JGMY","Acacia echinula DC.","Acacia echinula","DC.","accepted","Acacia echinula DC.","SECTION BOTANY:sect. Acacia|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia elachantha","","BSJS9","BSJS9","BYZSL","Acacia elachantha M.W.McDonald & Maslin","Acacia elachantha","M.W.McDonald & Maslin","accepted","Acacia elachantha M.W.McDonald & Maslin","SECTION BOTANY:sect. Juliflorae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
"Acacia elata","","BSGLG","BSGLG","BYZS4","Acacia elata A.Cunn. ex Benth.","Acacia elata","A.Cunn. ex Benth.","accepted","Acacia elata A.Cunn. ex Benth.","SECTION BOTANY:sect. Botrycephalae|GENUS:Acacia|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Acacia"
